Route ID;Step ID;Town A;Town B;Distance;Driver name
137374;18;GANGES;ST LAURENT LE MINIER;4.809;Tomasz ALONSO
281373;19;CASTILLON EN AUGE;ST MARDS DE BLACARVILLE;48.663;Valentina JOHANSSON
109946;16;NOJEON EN VEXIN;LISORS;6.863;Nikolay TORRES
251898;28;COURTHEZON;ROQUEMAURE;11.211;Vasylyi ROMERO
250523;25;CHATELNEUF;CUISEAUX;45.602;Juan TÓTH
207709;10;ST SATURNIN DU LIMET;RENAZE;5.06;Barbara ZIMMERMANN
25590;15;SAUDRUPT;ANDERNAY;12.531;Jan MARTIN
297187;23;LA GAUBRETIERE;ECHIRE;76.927;Jan PETROVA
207155;6;ETREVILLE;GIVERVILLE;21.9;Rosa COSTA
123973;18;MARTIGNARGUES;MONTAGNAC;11.728;Darya FERRARI
95647;1;ST URBAIN;ST JULIEN DE CONCELLES;61.62;Jan BECKER
142845;10;LA BOSSE DE BRETAGNE;GUICHEN;18.515;Marie MOROZOVA
216555;24;LE GRAND CELLAND;TANIS;22.966;Andrey GARCIA
191409;2;CHONAS L AMBALLAN;CONDRIEU;3.689;Andrea SCHÄFER
212580;12;BALOT;VAUCIENNES;143.214;Ivan SCHNEIDER
12799;6;CAZEDARNES;COLOMBIERES SUR ORB;18.068;Anna GARCIA
127752;14;OUZILLY;LENCLOITRE;5.331;Denis HOFFMANN
270540;7;BONNEVAL;MARSAC EN LIVRADOIS;19.316;Barbara MILLER
194893;1;FLOCQUES;CANEHAN;6.367;Igor WILLIAMS
11424;16;ST CIRGUES EN MONTAGNE;SAGNES ET GOUDOULET;10.751;Alexander POPOVA
3111;19;LASTIC;MOUHET;198.197;Vera IVANOV
126475;11;HEILLECOURT;ETREVAL;24.148;Aleksey JOHNSON
227807;16;SABLONNIERES;BETONCOURT SUR MANCE;215.644;Tatyana MÜLLER
20460;6;ORCIERES;ST JEAN ST NICOLAS;9.405;Darya ROSSI
77497;8;ST ROMAIN EN VIENNOIS;FAUCON;3.446;Patrick SIMON
195886;6;ARGONAY;VAULX;11.738;Vasylyi PEREZ
85665;1;DERVAL;VAY;12.73;Michael PETROV
69084;7;IGNY;VELLEMOZ;2.798;Denis SCHULZ
258919;4;SOMMEDIEUE;LEROUVILLE;36.172;Robert THOMAS
124204;12;BASSENEVILLE;BLAINVILLE SUR ORNE;12.578;Vasylyi SMIRNOVA
95033;7;ST ETIENNE DE BRILLOUET;CEZAIS;18.219;Giuseppe PEREIRA
94927;25;GORDES;MALEMORT DU COMTAT;12.463;Ana KRAVCHENKO
10011;27;LA CHAISE;ANNONVILLE;44.445;Maryia SCHNEIDER
296762;14;ORBAIS L ABBAYE;MARGNY;3.885;David KARLSSON
61570;31;FRESNAY L EVEQUE;GARANCIERES;63.058;Serhei PEREIRA
98258;2;ST CLEMENT DE RIVIERE;CLAPIERS;4.472;Mariya RUSSO
138721;7;PRECEY;JUILLEY;2.648;Claude POPOV
41964;13;SERVANT;LISSEUIL;9.088;Claude POPOV
266332;12;PUCHEVILLERS;ESNES;64.312;Yuliya KARLSSON
69831;24;LA PENNE SUR HUVEAUNE;MARSEILLE;7.115;Mario WAGNER
189153;12;LA ROQUILLE;MARGUERON;2.836;Andrea SCHÄFER
136224;4;ARDELU;MORIGNY CHAMPIGNY;23.761;Ana NOWAK
99473;18;ST ROMANS;VARACIEUX;13.768;Andrey BAUER
92832;1;POUSSAN;ABEILHAN;29.425;Manfred RODRIGUEZ
15126;32;ARBORAS;MONTPELLIER;33.917;Aleksandr PETROVA
186826;3;GENESTON;LANDEVIEILLE;50.356;Aleksandra WEBER
88335;15;ST GERMAIN DU PERT;BLOSVILLE;18.424;Rosa TORRES
121905;5;DIEVAL;AVERDOINGT;10.217;Monika MÜLLER
220928;16;RAMOUSIES;VENEROLLES;31.996;Klaus SZABÓ
53098;12;FLEURVILLE;CLUNY;16.178;Eva MEYER
3679;10;FONTAINE SOUS MONTDIDIER;GRIVILLERS;14.338;Mariya ROMERO
46;4;LE PERREY;GRUCHET LE VALASSE;17.986;Brigitte NOVIKOVA
236911;29;MONTEYNARD;PREBOIS;22.572;Francisco BRAUN
54955;24;MONTFERRIER SUR LEZ;LES PLANTIERS;50.297;Oksana MUÑOZ
73774;12;TIGNECOURT;ST VALLIER SUR MARNE;43.622;Richard FERREIRA
152190;15;EMIEVILLE;GRENTHEVILLE;5.121;Hans SCHMID
106606;25;MAZIERES NARESSE;FRAYSSINET LE GELAT;35.36;Christian SMIRNOV
274210;10;HONNECHY;TROISVILLES;3.904;Yvan WEBER
127212;12;PAS DE JEU;LA TESSOUALLE;58.991;Lyubov HUBER
280568;10;ASPERES;LECQUES;4.257;Eva WOLF
273011;18;AUXONNE;LELEX;107.961;Anne FERRARI
92933;13;MAREUIL SUR OURCQ;BOURSONNE;6.927;Thomas JONES
85384;6;ASSE LE BERENGER;PARENNES;10.858;Jean RODRIGUEZ
185715;5;CASTRIES;ASSAS;6.988;Tatyana MARTIN
177376;4;ADAINCOURT;ARRAYE ET HAN;22.068;Brigitte DAVIES
39666;16;ST SIMON;CANDOR;24.943;Marta SMITH
71266;1;WOLFGANTZEN;DESSENHEIM;6.174;Alina SOKOLOVA
150721;22;AZE;THUREY;45.031;Irina FERREIRA
129306;3;CRAVENCERES;ST BEAUZEIL;93.99;Werner SCHÄFER
218020;32;RETHEUIL;CUISE LA MOTTE;7.467;Klaus VARGA
16626;10;PEZOU;HUISSEAU SUR COSSON;38.202;Michael EVANS
163588;25;ST MALO;ROZ SUR COUESNON;28.942;Giuseppe MAGOMEDOV
162060;11;AVRIL;MOYEUVRE PETITE;4.162;Maryia WEBER
185311;28;CHENE BERNARD;BALAISEAUX;5.073;Valentina GARCIA
248127;3;BESSENS;AUCAMVILLE;10.793;Tatyana JIMENEZ
239167;11;LAVAL EN BELLEDONNE;AILLON LE VIEUX;46.857;Dmitriy COSTA
270772;27;CORMATIN;CHATEL MORON;28.822;Hans NOWAK
102286;3;NEAU;BERNAY NEUVY EN CHAMPAGNE;34.223;Valentina KUZNETSOVA
173409;11;POUSSEAUX;CHEVROCHES;6.026;Anne SOKOLOVA
215658;3;CHAMPDOLENT;PUY DU LAC;3.929;Maksim GONZALEZ
216636;17;MUS;BELLEGARDE;23.661;Valentyna BONDARENKO
168110;12;PARMILIEU;CREMIEU;14.73;Mario MAGOMEDOV
8327;15;CLAVETTE;LE BERNARD;45.987;Tomasz RAMOS
56137;1;STATTMATTEN;OBERHOFFEN SUR MODER;9.712;Lyubov MEYER
182510;16;COGNIN LES GORGES;BEAULIEU;2.841;Lyubov SIMON
247037;8;PRIGNAC ET MARCAMPS;ST ROMAIN LA VIRVEE;10.043;Alexander EVANS
145330;22;SACHE;DAME MARIE LES BOIS;51.727;Yvan PETROV
196596;23;PANNESSIERES;FORT DU PLASNE;30.724;Petra HERNANDEZ
228790;18;MONTMARAULT;GENOUILLAC;73.713;Antonio SOKOLOVA
64855;20;ST NEXANS;MARGUERON;23.662;Tatyana NAGY
19962;11;LA TERRASSE;TENCIN;2.656;Karin SCHMIDT
223477;27;FRAYSSINET;MONTLAUZUN;45.582;Darya HOFFMANN
31976;2;MEILLERIE;LUGRIN;4.369;Claude SHEVCHENKO
86073;8;COUDDES;SALIGNY SUR ROUDON;204.805;Jan HUBER
6985;34;ARTIGUEMY;LABASTIDE;13.188;Antonio KARLSSON
168198;29;OROER;BRESLES;10.546;Rosa TÓTH
255629;5;VILLE DEVANT CHAUMONT;SAMOGNEUX;6.843;Vera MARIN
19309;7;BASSURELS;MOLIERES CAVAILLAC;21.043;John HANSEN
220310;8;ST SELVE;ST MICHEL DE MONTAIGNE;46.59;Brigitte BONDARENKO
54953;31;GRANDVAL;VIELPRAT;86.341;Oksana BAUER
38992;21;ST CAPRAISE D EYMET;ST MICHEL DE RIEUFRET;75.952;John MUÑOZ
244949;15;COHENNOZ;MANIGOD;12.18;Vladymyr ROMERO
58938;8;VILLARS ET VILLENOTTE;CHAMP D OISEAU;5.612;Tatiana SANCHEZ
260064;9;BERRIC;LAUZACH;3.711;Giovanni BROWN
247743;23;ST ANDRE DE MESSEI;CAUVILLE;29.518;Sandra NAVARRO
170694;15;BAIGNES;CONFLANDEY;16.901;Elisabeth IVANOVA
242303;11;SOLIGNAC SOUS ROCHE;MONTFAUCON EN VELAY;26.665;Ivan HANSEN
280738;31;PULVERIERES;LE MAS D ARTIGE;59.487;Vladimir NOWAK
293366;2;APREY;VILLIERS LES APREY;2.68;Maria KOVÁCS
46591;7;LE TRIADOU;LES MATELLES;4.284;Tomasz KRAVCHENKO
22808;22;ROMILLY LA PUTHENAYE;BERVILLE LA CAMPAGNE;4.296;Josef IVANOVA
209879;20;LE LATET;RANCENAY;42.64;Maryia MORENO
256728;8;THORAME BASSE;ARCHAIL;12.714;Oksana JOHNSON
77185;19;BIDESTROFF;KERPRICH AUX BOIS;17.315;Marie GARCIA
167127;27;MITTLACH;WILDENSTEIN;4.176;Serhei COSTA
222057;17;EYMET;STE COLOMBE DE DURAS;21.886;Rosa SHEVCHENKO
122945;5;ST MARCET;IZAUT DE L HOTEL;20.492;Eva BAUER
177988;40;BAGNOLES DE L ORNE NORMANDIE;OZEVILLE;124.055;Wolfgang IVANOVA
190197;14;ST BLANCARD;NESCUS;74.752;Evgeniy FISCHER
45120;13;COUSSAY;CHOUPPES;4.284;Nikolay SIMON
99905;15;LES PONTS DE CE;MONTREUIL SUR MAINE;29.952;Aleksandra BROWN
24460;15;HOTTOT LES BAGUES;ST VAAST SUR SEULLES;2.077;Ivan SCHNEIDER
196891;27;BRAYE EN THIERACHE;FLOYON;30.922;Alexander JOHNSON
119142;12;PREVENCHERES;CHAMBEZON;109.939;Juan COSTA
244284;27;SOUVIGNARGUES;CALVISSON;5.565;Piotr PEREZ
100261;16;ST MAXIRE;MIGRE;35.831;Antonio EVANS
5202;21;PEROUGES;LEYRIEU;15.062;Ana GUTIERREZ
26426;20;LES EDUTS;ROUILLAC;24.871;Vera PETROV
184306;21;ST MARS DE LOCQUENAY;MONTREUIL LE HENRI;9.234;Giuseppe DAVIES
248369;18;GARRIGUES;FIAC;16.699;Piotr NOVIKOVA
147270;32;MARCILLOLES;BRESSIEUX;8.479;Laura WEBER
201622;12;BAYONS;LE FUGERET;52.346;Elena WILLIAMS
167714;12;BLANCHE EGLISE;LANEUVEVILLE EN SAULNOIS;19.03;Valentina MARTIN
171140;1;PIBLANGE;BRONVAUX;24.666;Aleksandr BONDARENKO
289153;3;LOUPIAN;COURNONSEC;11.758;Rosa HOFFMANN
7163;10;BELLEVIGNY;DOMPIERRE SUR YON;4.625;Mario JONES
67499;21;BRUE AURIAC;ST MARTIN DE PALLIERES;6.51;Paul SILVA
258183;17;CONDAT EN COMBRAILLE;VERNINES;32.518;Anne RICHTER
251029;12;SANTENAY;AUXEY DURESSES;8.117;Maksim KLEIN
285753;27;LE PIAN SUR GARONNE;ST GERMAIN DE GRAVE;4.656;Hans JONES
229139;19;VAUX EN PRE;ST MICAUD;9.702;Tatiana ROMERO
235492;2;MESNIL SELLIERES;LHUITRE;27.723;Oksana SIMON
233019;8;BAYON SUR GIRONDE;SAMONAC;4.356;Marie MARTINEZ
72291;1;MARAUSSAN;MONTOULIERS;20.404;Daniel GOMEZ
269020;5;GENEY;MANCENANS;2.867;Ana PEREIRA
210693;7;CERIZOLS;MONTSAUNES;11.025;Maryia FERREIRA
279054;38;ST JEAN ROURE;ETABLES;29.555;Juan SCHMID
3768;18;CONTRE;COURCERAC;20.377;Angela FERNANDEZ
281895;7;AZERAT;CHATRES;7.63;Nykolai TAYLOR
23338;6;LAVAL LE PRIEURE;BRETONVILLERS;3.95;Svetlana KARLSSON
293783;11;RANS;RANCENAY;18.228;Anton MOROZOVA
252760;16;TEUILLAC;MONTUSSAN;25.516;Giovanni WILLIAMS
78441;8;THEYS;HURTIERES;3.728;Ana LOPEZ
215505;29;STE FLORENCE;SENESTIS;51.252;Werner SMIRNOVA
261746;24;BALOT;DRACY;91.009;Francisco BAUER
287247;22;ST JULIEN LE VENDOMOIS;SARLANDE;16.036;Aleksandr WOLF
159260;14;LUGNY LES CHAROLLES;FAREINS;61.082;Paul SHEVCHENKO
230309;6;TREBEDAN;LE QUIOU;13.974;Darya VOLKOVA
103092;8;MOULINS ST HUBERT;MOUZON;4.403;Rosa RUIZ
45861;22;CAZAUGITAT;LE POUT;30.785;Valentina NAVARRO
239380;13;ESPEDAILLAC;LAVERGNE;18.984;Andrey ANDERSSON
93102;13;LE TEIL;MONTELIMAR;6.773;Mariya ZIMMERMANN
221730;1;ONDRES;BOURBERAIN;684.675;Vladimir SILVA
76778;19;LES VALLOIS;VILLE SUR ILLON;6.923;Robert THOMAS
116836;30;EPANEY;OLENDON;2.773;Mariya HOFFMANN
223324;12;VERGES;LA LOYE;42.557;Svetlana THOMAS
49960;24;L ORBRIE;CHERVES;64.994;Olha DIAZ
6114;19;LIANCOURT;LY FONTAINE;75.794;Olga RUSSO
187962;19;ALMONT LES JUNIES;AYNAC;41.539;Aleksandr SCHMIDT
129730;6;AUMES;PARDAILHAN;51.116;Pavel KRAVCHENKO
56610;23;COLLINE BEAUMONT;CAMPIGNEULLES LES GRANDES;10.125;Peter SCHNEIDER
63390;33;SANCY LES PROVINS;SUZANNE;127.879;Sandra GUTIERREZ
223359;2;LA MOLE;COGOLIN;4.988;Juan WILLIAMS
140345;10;YFFINIAC;PLOUFRAGAN;9.571;Francisco MILLER
102174;16;VASLES;VAUTEBIS;9.225;Alina WILSON
165374;29;METZ ROBERT;MACHY;9.657;Francesco JIMENEZ
171167;13;MOUTHE;CHARENCY;18.858;Ivan BAUER
132359;24;ST GERAND LE PUY;PERIGNY;4.175;Antonio NOWAK
31896;6;LE SAPPEY;LA MURAZ;4.392;Elena ANDERSSON
120160;4;SANCOURT;ETREILLERS;10.682;Jose HOFFMANN
24635;18;VALENCE D AGEN;AUCAMVILLE;43.544;Olga SMIRNOV
175798;6;FULVY;CHANCEAUX;49.597;Alina WILSON
255330;22;BRION;CHATILLON ST JEAN;27.175;Giuseppe JOHANSSON
23126;1;DURCET;CRAMENIL;5.139;Michael WEBER
90073;4;VERTHEUIL;PAUILLAC;9.209;Martin ALVAREZ
196733;12;LEYNHAC;BESSONIES;13.158;Elena TORRES
12499;3;TRIZAY;ST HIPPOLYTE;4.181;Jose TÓTH
271838;9;CREPAND;JOUANCY;21.732;Wolfgang KLEIN
232450;9;ST GEORGES;FONTAINE L ETALON;5.432;Maksim RODRIGUEZ
251014;18;ESPALEM;PERRIER;27.189;Juan IVANOVA
60878;9;MOULIN MAGE;POUSTHOMY;20.861;Daniel SCHMIDT
199027;8;AVREE;LAROCHEMILLAY;11.032;Michel HUBER
271059;23;MOUZON;ST SULPICE DE COGNAC;79.26;Robert SILVA
190717;5;HEROUVILLE ST CLAIR;BIEVILLE BEUVILLE;3.603;Daniel BRAUN
22615;9;MARVILLE MOUTIERS BRULE;VERT EN DROUAIS;10.459;Roman TORRES
177318;13;STE MARIE;SARRANT;11.994;Natalya MARIN
283349;18;ST NABORD SUR AUBE;SALIGNY;71.122;Michael MARTIN
96418;2;MOLINONS;BERNOUIL;44.116;Sergey NAGY
265152;7;FONTAINES EN SOLOGNE;CHOUSSY;20.373;Piotr TAYLOR
245256;38;EMPURE;MAUZE SUR LE MIGNON;56.715;Nykolai RODRIGUEZ
97070;17;VALS LE CHASTEL;AGNAT;10.198;Laura TÓTH
80191;14;LA PENNE SUR L OUVEZE;BAILLARGUES;118.087;Francesco SCHULZ
84061;18;MAISONNEUVE;LATILLE;12.297;Aleksandr BONDARENKO
39016;10;BERNY RIVIERE;GOLANCOURT;32.991;Patrick SMIRNOVA
268128;12;OSSERAIN RIVAREYTE;ST GLADIE ARRIVE MUNEIN;2.384;Klaus ALONSO
32890;19;PAILLART;CROIXRAULT;28.059;Vera MORENO
81104;18;BONNAC;TALIZAT;12.125;Anton JIMENEZ
47111;10;LA SALLE LES ALPES;ST CHAFFREY;3.469;Robert GUTIERREZ
35159;12;MOLIERES;LACHAPELLE AUZAC;53.609;Barbara ANDERSSON
75208;12;TONNAY CHARENTE;MORAGNE;6.204;Christian ANDERSSON
233639;7;CASTELLANE;FONTIENNE;58.617;Jose MARIN
254838;14;LA FERTE VIDAME;CHAMPIGNY LA FUTELAYE;42.854;Richard VASILEVA
140016;4;OGNES;VIRY NOUREUIL;4.943;Andrea GARCIA
234528;1;DOMAGNE;RIMOU;36.788;Mária POPOVA
39817;7;FLORENT EN ARGONNE;SENUC;20.1;Vasylyi PEREZ
11362;11;VILLERVILLE;BENERVILLE SUR MER;7.956;Nadezhda JIMENEZ
74061;12;MASCARAAS HARON;GARLIN;4.929;Thomas HANSEN
99216;7;LES ESSARDS;LES ARTIGUES DE LUSSAC;35.506;Nykolai HOFFMANN
41990;26;ST JEAN LESPINASSE;MONCEAUX SUR DORDOGNE;23.888;Giuseppe ANDERSSON
262669;19;BELRUPT;REILLON;74.355;Robert JONES
178684;30;MONTMORENCY;CORBEIL CERF;35.277;Lyubov SMIRNOV
187400;15;MONTANS;BERGANTY;68.75;Olga SCHULZ
278849;17;GUERON;LE BREUIL EN BESSIN;10.599;Alina WILSON
200676;23;SASSEY;ST VIGOR;3.845;Svetlana NOVIKOVA
228597;7;MAXEY SUR MEUSE;MESGRIGNY;136.798;Marina PETROV
148521;22;RONCHEROLLES EN BRAY;LA CHAPELLE EN VEXIN;51.019;Christian BRAUN
161006;11;COZZANO;GUAGNO;31.98;Patrick ROSSI
73920;16;SOUVIGNY DE TOURAINE;CHAMBRAY LES TOURS;28.721;Thomas DAVIES
283568;14;LA CHAPELLE ONZERAIN;LE MALESHERBOIS;61.414;Thomas GUTIERREZ
38094;37;ST AFFRIQUE;ST JEAN D ALCAPIES;8.275;Yuliya NAVARRO
221179;10;LARRIVOIRE;VILLES;27.212;Giovanni JENSEN
142078;5;LA MOTTE D AIGUES;BOULC;95.163;Mikhail TAYLOR
124692;19;MARTHON;ASNIERES EN POITOU;73.17;Jan TORRES
41378;8;LE VERSOUD;ST NAZAIRE LES EYMES;4.182;Elisabeth GOMEZ
108221;21;FROUVILLE;NOINTEL;11.223;Vladimir RAMOS
295766;16;SAVY BERLETTE;ECURIE;15.058;Lyubov FERNANDEZ
115044;11;MILLAC;BIARD;53.59;Hans SMIRNOV
74557;26;BOEGE;BOGEVE;4.991;Jose RODRIGUEZ
42301;16;CHILLY LE VIGNOBLE;MONTMOROT;3.514;Marina NAVARRO
277084;14;BOUTENAC TOUVENT;EPARGNES;5.855;Tatyana COSTA
150456;17;STE MARIE DU MONT;MONTEBOURG;17.49;Tatiana VOLKOVA
237200;3;OERMINGEN;RODALBE;31.201;Elena NOWAK
151863;19;ESCOIRE;MONTAGRIER;29.42;Evgeniy SMITH
115115;13;OUCHES;LES NOES;12.556;Andreas NIELSEN
92856;13;MONTPEZAT;CAVILLARGUES;41.038;Aleksandr FERNANDEZ
110736;9;PESEUX;VEVY;42.843;Ana SOKOLOVA
70657;10;VIAM;ISSOUDUN LETRIEIX;54.338;Valentyna MORENO
171153;11;VALZIN EN PETITE MONTAGNE;CERNON;4.931;Werner RUIZ
64779;27;HIERSAC;STE MARIE DE VAUX;82.931;Olga FERREIRA
290239;1;KUNHEIM;BALTZENHEIM;2.448;Andrey WEBER
202104;5;ST BONNET LES ALLIER;PONT DU CHATEAU;6.583;Marie SCHULZ
183340;6;MIGRE;VOISSAY;15.401;Wolfgang KOCH
81297;11;HUEZ;LA GARDE;3.93;Dmitriy NOVIKOVA
262712;7;ESTANG;MAULEON D ARMAGNAC;5.468;Anton MUÑOZ
62794;13;CONCRESSAULT;SAINCAIZE MEAUCE;75.907;Andrei MÜLLER
117894;11;COLOMBY;MAGNEVILLE;4.215;Hans RUIZ
99666;18;L ILE BOUCHARD;TROGUES;6.714;Thomas HANSEN
190769;33;ROCHEFORT;MEDIS;33.475;Maksim SCHÄFER
114042;21;MONTMERAC;NAUJAC SUR MER;68.518;Tatiana WOLF
105193;26;ANSOUIS;QUINSON;44.405;Andreas MÜLLER
197316;20;CAMPROND;ST PAIR SUR MER;35.019;Marina WILSON
16557;8;BOUILH PEREUILH;MALABAT;13.652;Marta JIMENEZ
30996;2;PRALOGNAN LA VANOISE;LES ALLUES;10.651;Elena ROMERO
157426;9;ARVILLARD;LA CHAPELLE DU BARD;2.559;Vladimir RAMOS
140320;8;OSSES;ST MARTIN D ARROSSA;3.633;Aleksandr HOFFMANN
224172;21;ST MONT;AUBOUS;7.488;Manfred ALONSO
44347;26;CUFFY;ST SATUR;44.217;Ivan SCHÄFER
40480;7;LE PASQUIER;CHAPOIS;6.569;Anna BROWN
256829;6;AIGLUN;CHATEAUNEUF D ENTRAUNES;35.527;Wolfgang TORRES
18494;4;CARGIACA;ZERUBIA;2.484;Tomasz BONDARENKO
30800;30;NESLE LA REPOSTE;EVRY GREGY SUR YERRE;67.362;Mario MARIN
293393;15;GRENOBLE;ENGINS;8.878;Ivan SCHNEIDER
231515;5;VERRENS ARVEY;PLANCHERINE;1.693;Serhei JIMENEZ
182244;13;FURMEYER;CHANOUSSE;25.75;Francesco MARTIN
237384;15;MARCILLY EN BEAUCE;MOTTEREAU;56.311;Andrey POPOVA
261220;34;ST CHRISTOLY DE BLAYE;CASTRES GIRONDE;51.135;Francesco ZIMMERMANN
140097;16;GERBECOURT ET HAPLEMONT;LES ABLEUVENETTES;33.105;Vladymyr SCHULZ
209883;14;HAMBERS;ST BAUDELLE;17.059;Ana POPOVA
122883;18;FRANCOIS;LA QUINTE;188.111;Mikhail JONES
232678;29;L HONOR DE COS;BEAUVAIS SUR TESCOU;29.875;Maryia RICHTER
232091;7;GONDRECOURT LE CHATEAU;SUZANNECOURT;24.732;Jean TÓTH
299613;6;JANVILLE;ST PAIR;1.685;Sandra ZIMMERMANN
22627;18;STE MARIE D ALVEY;GERBAIX;2.299;Olga JOHANSSON
239475;12;ROMAGNE;CLEYRAC;14.033;Aleksandra KRAVCHENKO
146657;29;GREOLIERES;CIPIERES;4.192;Nykolai FERRARI
188021;11;LES EPARRES;FRONTONAS;15.074;Christian BAUER
163565;6;NOGENT SUR SEINE;PONT SUR VANNE;33.806;Yvan BONDARENKO
289441;30;CAMEMBERT;TRUN;10.288;Ekaterina LOPEZ
126749;31;MAGNAC BOURG;ST GERMAIN LES BELLES;3.937;Barbara MEYER
138595;10;PUTTELANGE LES THIONVILLE;FRIAUVILLE;49.095;Denis SZABÓ
53723;19;LAPEYROUSE MORNAY;BEAUFIN;97.201;Christine BAUER
13709;12;MEHUN SUR YEVRE;RIANS;30.623;Marta ROBERTS
24370;3;LESSARD ET LE CHENE;LE MESNIL SIMON;2.431;Alina SMIRNOVA
146135;10;LIART;LA GROISE;58.884;Maria KOVALENKO
271349;29;DOIX LES FONTAINES;LONGEVES;8.872;Barbara DIAZ
22248;18;ALLEVES;BLOYE;12.648;Brigitte KRAVCHENKO
298107;11;OGENNE CAMPTORT;BASSILLON VAUZE;52.485;Josef HOFFMANN
147200;31;MONTUREUX LES BAULAY;FOUCHECOURT;3.476;Wolfgang WOLF
163536;2;LANTABAT;AMOROTS SUCCOS;11.75;Mária KUZNETSOVA
142497;11;LAMAGISTERE;CASTELLA;22.989;Alexander HUBER
